,text,words,label
856,nobelium russian hack group respons solarwind success breach us feder agenc compromis technolog firm sinc part anoth appar espionag campaign microsoft said,"['nobelium', 'russian', 'hack', 'group', 'respons', 'solarwind', 'success', 'breach', 'us', 'feder', 'agenc', 'compromis', 'technolog', 'firm', 'sinc', 'part', 'anoth', 'appar', 'espionag', 'campaign', 'microsoft', 'said']",0
857,ransomwar risk step colleg help prevent via,"['ransomwar', 'risk', 'step', 'colleg', 'help', 'prevent', 'via']",6
858,seen new target differ part technolog suppli chain dug organ protect,"['seen', 'new', 'target', 'differ', 'part', 'technolog', 'suppli', 'chain', 'dug', 'organ', 'protect']",0
859,role identif ai ibmeritali ibm,"['role', 'identif', 'ai', 'ibmeritali', 'ibm']",0
860,fifth gener warfar gw warfar conduct primarili non kinet militari action social engin misinform along emerg technolog artifici intellig fulli autonom system,"['fifth', 'gener', 'warfar', 'gw', 'warfar', 'conduct', 'primarili', 'non', 'kinet', 'militari', 'action', 'social', 'engin', 'misinform', 'along', 'emerg', 'technolog', 'artifici', 'intellig', 'fulli', 'autonom', 'system']",0
861,nearli uk health organ hit,"['nearli', 'uk', 'health', 'organ', 'hit']",0
862,nearli uk health organ hit,"['nearli', 'uk', 'health', 'organ', 'hit']",0
863,american offici conced beyond brief triumph materi shift russian sinc presid biden first summit russia presid vladimir putin june,"['american', 'offici', 'conced', 'beyond', 'brief', 'triumph', 'materi', 'shift', 'russian', 'sinc', 'presid', 'biden', 'first', 'summit', 'russia', 'presid', 'vladimir', 'putin', 'june']",0
864,seen new target differ part technolog suppli chain dug organ protect,"['seen', 'new', 'target', 'differ', 'part', 'technolog', 'suppli', 'chain', 'dug', 'organ', 'protect']",0
865,solarwind hacker nobelium strike global suppli chain microsoft warn solarwind cyberbreach ransomwar,"['solarwind', 'hacker', 'nobelium', 'strike', 'global', 'suppli', 'chain', 'microsoft', 'warn', 'solarwind', 'cyberbreach', 'ransomwar']",6
866,american offici conced beyond brief triumph materi shift russian sinc presid biden first summit russia presid vladimir putin june,"['american', 'offici', 'conced', 'beyond', 'brief', 'triumph', 'materi', 'shift', 'russian', 'sinc', 'presid', 'biden', 'first', 'summit', 'russia', 'presid', 'vladimir', 'putin', 'june']",0
867,il ruolo della dei ai ibmeritali ibm,"['il', 'ruolo', 'della', 'dei', 'ai', 'ibmeritali', 'ibm']",0
868,role identif ai ibmeritali ibm,"['role', 'identif', 'ai', 'ibmeritali', 'ibm']",0
869,suppli chain caus staggeringli high damag,"['suppli', 'chain', 'caus', 'staggeringli', 'high', 'damag']",0
870,suppli chain caus staggeringli high damag,"['suppli', 'chain', 'caus', 'staggeringli', 'high', 'damag']",0
871,role identif ai ibmeritali ibm,"['role', 'identif', 'ai', 'ibmeritali', 'ibm']",0
872,role identif ai ibmeritali ibm,"['role', 'identif', 'ai', 'ibmeritali', 'ibm']",0
873,role identif ai ibmeritali ibm,"['role', 'identif', 'ai', 'ibmeritali', 'ibm']",0
874,american offici conced beyond brief triumph materi shift russian sinc presid biden first summit russia presid vladimir putin june,"['american', 'offici', 'conced', 'beyond', 'brief', 'triumph', 'materi', 'shift', 'russian', 'sinc', 'presid', 'biden', 'first', 'summit', 'russia', 'presid', 'vladimir', 'putin', 'june']",0
875,type hacker phishingattack cyberawar thank,"['type', 'hacker', 'phishingattack', 'cyberawar', 'thank']",1
876,presid joe biden sign bill law aim help improv school make less vulner ransomwar,"['presid', 'joe', 'biden', 'sign', 'bill', 'law', 'aim', 'help', 'improv', 'school', 'make', 'less', 'vulner', 'ransomwar']",6
877,seen new target differ part technolog suppli chain dug organ protect,"['seen', 'new', 'target', 'differ', 'part', 'technolog', 'suppli', 'chain', 'dug', 'organ', 'protect']",0
878,wenn von sicherheit bei ladestationen die rede ist denkt man die doch wenig bi uberhaupt nicht die cybersicherheit da ist ein fatal fehler emobl cybercrim hacker,"['wenn', 'von', 'sicherheit', 'bei', 'ladestationen', 'die', 'rede', 'ist', 'denkt', 'man', 'die', 'doch', 'wenig', 'bi', 'uberhaupt', 'nicht', 'die', 'cybersicherheit', 'da', 'ist', 'ein', 'fatal', 'fehler', 'emobl', 'cybercrim', 'hacker']",0
879,role identif ai ibmeritali ibm,"['role', 'identif', 'ai', 'ibmeritali', 'ibm']",0
880,presid joe biden sign bill law aim help improv school make less vulner ransomwar,"['presid', 'joe', 'biden', 'sign', 'bill', 'law', 'aim', 'help', 'improv', 'school', 'make', 'less', 'vulner', 'ransomwar']",6
881,insur sector anoth ripe target ransomwar ransomwar cybercrim insurtech insuretech insur,"['insur', 'sector', 'anoth', 'ripe', 'target', 'ransomwar', 'ransomwar', 'cybercrim', 'insurtech', 'insuretech', 'insur']",6
882,darksid ransomwar gang move bitcoin revil got hit law enforc infosec infosecur malwar ransomwar hack technolog cyberattaqu cybercrim cybersec,"['darksid', 'ransomwar', 'gang', 'move', 'bitcoin', 'revil', 'got', 'hit', 'law', 'enforc', 'infosec', 'infosecur', 'malwar', 'ransomwar', 'hack', 'technolog', 'cyberattaqu', 'cybercrim', 'cybersec']",5
883,role identif ai ibmeritali ibm,"['role', 'identif', 'ai', 'ibmeritali', 'ibm']",0
884,clear understand web vulner prevent organ avert improv websecur learn web vulner prevent apptrana indusfac,"['clear', 'understand', 'web', 'vulner', 'prevent', 'organ', 'avert', 'improv', 'websecur', 'learn', 'web', 'vulner', 'prevent', 'apptrana', 'indusfac']",0
885,us hit huge microsoft warn cybermonday,"['us', 'hit', 'huge', 'microsoft', 'warn', 'cybermonday']",0
886,new russian target us network dw,"['new', 'russian', 'target', 'us', 'network', 'dw']",0
887,american offici conced beyond brief triumph materi shift russian sinc presid biden first summit russia presid vladimir putin june,"['american', 'offici', 'conced', 'beyond', 'brief', 'triumph', 'materi', 'shift', 'russian', 'sinc', 'presid', 'biden', 'first', 'summit', 'russia', 'presid', 'vladimir', 'putin', 'june']",0
888,infosec japanes medic tech giant olympu suffer subsequ almost exactli month hacker disrupt emea oper shut compani system america affect canada amp latin america,"['infosec', 'japanes', 'medic', 'tech', 'giant', 'olympu', 'suffer', 'subsequ', 'almost', 'exactli', 'month', 'hacker', 'disrupt', 'emea', 'oper', 'shut', 'compani', 'system', 'america', 'affect', 'canada', 'amp', 'latin', 'america']",0
889,seen new target differ part technolog suppli chain dug organ protect,"['seen', 'new', 'target', 'differ', 'part', 'technolog', 'suppli', 'chain', 'dug', 'organ', 'protect']",0
890,cpr report per week organ compar cprreport cyberthreat ransomwar itsecur,"['cpr', 'report', 'per', 'week', 'organ', 'compar', 'cprreport', 'cyberthreat', 'ransomwar', 'itsecur']",6
891,harden surfac best defens organ struggl keep check infograph challeng hygien servicenow help,"['harden', 'surfac', 'best', 'defens', 'organ', 'struggl', 'keep', 'check', 'infograph', 'challeng', 'hygien', 'servicenow', 'help']",0
892,cpr report per week organ compar cprreport cyberthreat ransomwar itsecur,"['cpr', 'report', 'per', 'week', 'organ', 'compar', 'cprreport', 'cyberthreat', 'ransomwar', 'itsecur']",6
893,cpr report per week organ compar cprreport cyberthreat ransomwar itsecur,"['cpr', 'report', 'per', 'week', 'organ', 'compar', 'cprreport', 'cyberthreat', 'ransomwar', 'itsecur']",6
894,presid joe biden sign bill law aim help improv school make less vulner ransomwar,"['presid', 'joe', 'biden', 'sign', 'bill', 'law', 'aim', 'help', 'improv', 'school', 'make', 'less', 'vulner', 'ransomwar']",6
895,presid joe biden sign bill law aim help improv school make less vulner ransomwar,"['presid', 'joe', 'biden', 'sign', 'bill', 'law', 'aim', 'help', 'improv', 'school', 'make', 'less', 'vulner', 'ransomwar']",6
896,former nation advis say abus cloud servic provid play role everi incid last four year,"['former', 'nation', 'advis', 'say', 'abus', 'cloud', 'servic', 'provid', 'play', 'role', 'everi', 'incid', 'last', 'four', 'year']",0
897,presid joe biden sign bill law aim help improv school make less vulner ransomwar,"['presid', 'joe', 'biden', 'sign', 'bill', 'law', 'aim', 'help', 'improv', 'school', 'make', 'less', 'vulner', 'ransomwar']",6
898,benefit multi method model ai covid via healthcar healthcareit cybersec databreach telehealth complianc hipaa healthit datasecur,"['benefit', 'multi', 'method', 'model', 'ai', 'covid', 'via', 'healthcar', 'healthcareit', 'cybersec', 'databreach', 'telehealth', 'complianc', 'hipaa', 'healthit', 'datasecur']",0
899,enquet confianc numeriqu quell technolog pour lassur teletravail cybersecurit transfonum techno technologi cloud cloudcomput,"['enquet', 'confianc', 'numeriqu', 'quell', 'technolog', 'pour', 'lassur', 'teletravail', 'cybersecurit', 'transfonum', 'techno', 'technologi', 'cloud', 'cloudcomput']",0
900,defens secretari lloyd austin previous told cnn us offens option respond didnt specifi,"['defens', 'secretari', 'lloyd', 'austin', 'previous', 'told', 'cnn', 'us', 'offens', 'option', 'respond', 'didnt', 'specifi']",0
901,seen new target differ part technolog suppli chain dug organ protect,"['seen', 'new', 'target', 'differ', 'part', 'technolog', 'suppli', 'chain', 'dug', 'organ', 'protect']",0
902,hous common soar hoc cyberthreat email malwar ransomwar phish vulner remotework cloudsecur networksecur infosec sensitivedata cyberrisk,"['hous', 'common', 'soar', 'hoc', 'cyberthreat', 'email', 'malwar', 'ransomwar', 'phish', 'vulner', 'remotework', 'cloudsecur', 'networksecur', 'infosec', 'sensitivedata', 'cyberrisk']",1
903,here look cyberwarfar peacebuild buildpeac joint workshop digit citizen,"['here', 'look', 'cyberwarfar', 'peacebuild', 'buildpeac', 'joint', 'workshop', 'digit', 'citizen']",0
904,attacco ransomwar ad accentur stato un data leak,"['attacco', 'ransomwar', 'ad', 'accentur', 'stato', 'un', 'data', 'leak']",6
905,expect vs realiti hack differ team experi greater report webinar,"['expect', 'vs', 'realiti', 'hack', 'differ', 'team', 'experi', 'greater', 'report', 'webinar']",0
906,know rise crippl shut busi keep night us join us wednesday chat exposur coverag best protect busi,"['know', 'rise', 'crippl', 'shut', 'busi', 'keep', 'night', 'us', 'join', 'us', 'wednesday', 'chat', 'exposur', 'coverag', 'best', 'protect', 'busi']",0
907,microsoft russian back hacker target cloudservic russia back hacker respons solarwind breach continu russia,"['microsoft', 'russian', 'back', 'hacker', 'target', 'cloudservic', 'russia', 'back', 'hacker', 'respons', 'solarwind', 'breach', 'continu', 'russia']",0
908,darksid ransomwar gang move bitcoin revil got hit law enforc infosec infosecur malwar ransomwar hack technolog cyberattaqu cybercrim cybersec,"['darksid', 'ransomwar', 'gang', 'move', 'bitcoin', 'revil', 'got', 'hit', 'law', 'enforc', 'infosec', 'infosecur', 'malwar', 'ransomwar', 'hack', 'technolog', 'cyberattaqu', 'cybercrim', 'cybersec']",5
909,darksid ransomwar gang move bitcoin revil got hit law enforc infosec infosecur malwar ransomwar hack technolog cyberattaqu cybercrim cybersec,"['darksid', 'ransomwar', 'gang', 'move', 'bitcoin', 'revil', 'got', 'hit', 'law', 'enforc', 'infosec', 'infosecur', 'malwar', 'ransomwar', 'hack', 'technolog', 'cyberattaqu', 'cybercrim', 'cybersec']",5
910,darksid ransomwar gang move bitcoin revil got hit law enforc infosec infosecur malwar ransomwar hack technolog cyberattaqu cybercrim cybersec,"['darksid', 'ransomwar', 'gang', 'move', 'bitcoin', 'revil', 'got', 'hit', 'law', 'enforc', 'infosec', 'infosecur', 'malwar', 'ransomwar', 'hack', 'technolog', 'cyberattaqu', 'cybercrim', 'cybersec']",5
911,american offici conced beyond brief triumph materi shift russian sinc presid biden first summit russia presid vladimir putin june,"['american', 'offici', 'conced', 'beyond', 'brief', 'triumph', 'materi', 'shift', 'russian', 'sinc', 'presid', 'biden', 'first', 'summit', 'russia', 'presid', 'vladimir', 'putin', 'june']",0
912,alway focu year enterpris final invest stronger go complex need defend potenti one,"['alway', 'focu', 'year', 'enterpris', 'final', 'invest', 'stronger', 'go', 'complex', 'need', 'defend', 'potenti', 'one']",0
913,seen new target differ part technolog suppli chain dug organ protect,"['seen', 'new', 'target', 'differ', 'part', 'technolog', 'suppli', 'chain', 'dug', 'organ', 'protect']",0
914,rise attack use new malwar infiltr secur environ securelay malwar,"['rise', 'attack', 'use', 'new', 'malwar', 'infiltr', 'secur', 'environ', 'securelay', 'malwar']",5
915,rise attack use new malwar infiltr secur environ securelay malwar,"['rise', 'attack', 'use', 'new', 'malwar', 'infiltr', 'secur', 'environ', 'securelay', 'malwar']",5
916,rich here tip dont read safeti protect instruct els prefer someplac govern use suggest tip,"['rich', 'here', 'tip', 'dont', 'read', 'safeti', 'protect', 'instruct', 'els', 'prefer', 'someplac', 'govern', 'use', 'suggest', 'tip']",0
917,threat continu grow medic practic nine question ask choos store critic healthcar data,"['threat', 'continu', 'grow', 'medic', 'practic', 'nine', 'question', 'ask', 'choos', 'store', 'critic', 'healthcar', 'data']",0
918,peek friday issu tech amp learn newslett protect school use poetri boost sel make peac printer issu subscrib free,"['peek', 'friday', 'issu', 'tech', 'amp', 'learn', 'newslett', 'protect', 'school', 'use', 'poetri', 'boost', 'sel', 'make', 'peac', 'printer', 'issu', 'subscrib', 'free']",0
919,use devic work leisur increas chanc reduc product work workfromhom hybridwork bestpractic,"['use', 'devic', 'work', 'leisur', 'increas', 'chanc', 'reduc', 'product', 'work', 'workfromhom', 'hybridwork', 'bestpractic']",0
920,cohes strategi critic keep pace sophist complex converg technolog ecosystem new handbook share perspect better manag risk,"['cohes', 'strategi', 'critic', 'keep', 'pace', 'sophist', 'complex', 'converg', 'technolog', 'ecosystem', 'new', 'handbook', 'share', 'perspect', 'better', 'manag', 'risk']",0
921,rich here tip dont read safeti protect instruct els prefer someplac govern use suggest tip,"['rich', 'here', 'tip', 'dont', 'read', 'safeti', 'protect', 'instruct', 'els', 'prefer', 'someplac', 'govern', 'use', 'suggest', 'tip']",0
922,rich here tip dont read safeti protect instruct els prefer someplac govern use suggest tip,"['rich', 'here', 'tip', 'dont', 'read', 'safeti', 'protect', 'instruct', 'els', 'prefer', 'someplac', 'govern', 'use', 'suggest', 'tip']",0
923,risk cyberthreat seneta collabor launch world first quantum resist network encrypt solut capabl protect data futur read solut,"['risk', 'cyberthreat', 'seneta', 'collabor', 'launch', 'world', 'first', 'quantum', 'resist', 'network', 'encrypt', 'solut', 'capabl', 'protect', 'data', 'futur', 'read', 'solut']",0
924,risk cyberthreat seneta collabor launch world first quantum resist network encrypt solut capabl protect data futur read solut,"['risk', 'cyberthreat', 'seneta', 'collabor', 'launch', 'world', 'first', 'quantum', 'resist', 'network', 'encrypt', 'solut', 'capabl', 'protect', 'data', 'futur', 'read', 'solut']",0
925,hospit current time high dataprivaci,"['hospit', 'current', 'time', 'high', 'dataprivaci']",0
926,finserv org data vulner love advic peter gerr amp jim shook dell technolog share year delltechworld take achiev modern protect cdwsocial,"['finserv', 'org', 'data', 'vulner', 'love', 'advic', 'peter', 'gerr', 'amp', 'jim', 'shook', 'dell', 'technolog', 'share', 'year', 'delltechworld', 'take', 'achiev', 'modern', 'protect', 'cdwsocial']",0
927,learn import breach prepar effect defenc global law firm,"['learn', 'import', 'breach', 'prepar', 'effect', 'defenc', 'global', 'law', 'firm']",0
928,check new blog privileg essenti compon protect org iam cyberresili teammicrofocu,"['check', 'new', 'blog', 'privileg', 'essenti', 'compon', 'protect', 'org', 'iam', 'cyberresili', 'teammicrofocu']",0
929,autom robot manufactur cobot supplychain laborshortag iotsolut newjersey knottsco,"['autom', 'robot', 'manufactur', 'cobot', 'supplychain', 'laborshortag', 'iotsolut', 'newjersey', 'knottsco']",0
930,check new blog privileg essenti compon protect org iam cyberresili,"['check', 'new', 'blog', 'privileg', 'essenti', 'compon', 'protect', 'org', 'iam', 'cyberresili']",0
931,sophist adversari call lightbasin identifi behind string target telecom goal collect specif inform mobil commun infrastructur detail,"['sophist', 'adversari', 'call', 'lightbasin', 'identifi', 'behind', 'string', 'target', 'telecom', 'goal', 'collect', 'specif', 'inform', 'mobil', 'commun', 'infrastructur', 'detail']",0
932,bank ai algorithm ml machinelearn deeplearn dl data tech technolog frauddetect,"['bank', 'ai', 'algorithm', 'ml', 'machinelearn', 'deeplearn', 'dl', 'data', 'tech', 'technolog', 'frauddetect']",0
933,leverag stpi advanc vapt servic detail view cyberthreat encount applic amp protect system data stpiindia explor,"['leverag', 'stpi', 'advanc', 'vapt', 'servic', 'detail', 'view', 'cyberthreat', 'encount', 'applic', 'amp', 'protect', 'system', 'data', 'stpiindia', 'explor']",0
934,leverag stpi advanc vapt servic detail view cyberthreat encount applic amp protect system data stpiindia explor,"['leverag', 'stpi', 'advanc', 'vapt', 'servic', 'detail', 'view', 'cyberthreat', 'encount', 'applic', 'amp', 'protect', 'system', 'data', 'stpiindia', 'explor']",0
935,hous common soar ransomwar iot infosec cc,"['hous', 'common', 'soar', 'ransomwar', 'iot', 'infosec', 'cc']",6
936,homeland warn intend kill peopl futur,"['homeland', 'warn', 'intend', 'kill', 'peopl', 'futur']",0
937,attacco ransomwar ad accentur stato un data leak,"['attacco', 'ransomwar', 'ad', 'accentur', 'stato', 'un', 'data', 'leak']",6
938,hous common soar ransomwar iot infosec cc,"['hous', 'common', 'soar', 'ransomwar', 'iot', 'infosec', 'cc']",6
939,american offici conced beyond brief triumph materi shift russian sinc presid biden first summit russia presid vladimir putin june,"['american', 'offici', 'conced', 'beyond', 'brief', 'triumph', 'materi', 'shift', 'russian', 'sinc', 'presid', 'biden', 'first', 'summit', 'russia', 'presid', 'vladimir', 'putin', 'june']",0
940,hous common soar ransomwar iot infosec cc,"['hous', 'common', 'soar', 'ransomwar', 'iot', 'infosec', 'cc']",6
941,hous common soar ransomwar iot infosec cc,"['hous', 'common', 'soar', 'ransomwar', 'iot', 'infosec', 'cc']",6
942,hous common soar ransomwar iot infosec cc,"['hous', 'common', 'soar', 'ransomwar', 'iot', 'infosec', 'cc']",6
943,hous common soar ransomwar iot infosec cc,"['hous', 'common', 'soar', 'ransomwar', 'iot', 'infosec', 'cc']",6
944,sophist adversari call lightbasin identifi behind string target telecom goal collect specif inform mobil commun infrastructur detail,"['sophist', 'adversari', 'call', 'lightbasin', 'identifi', 'behind', 'string', 'target', 'telecom', 'goal', 'collect', 'specif', 'inform', 'mobil', 'commun', 'infrastructur', 'detail']",0
945,hous common soar ransomwar iot infosec cc,"['hous', 'common', 'soar', 'ransomwar', 'iot', 'infosec', 'cc']",6
946,sophist adversari call lightbasin identifi behind string target telecom goal collect specif inform mobil commun infrastructur detail,"['sophist', 'adversari', 'call', 'lightbasin', 'identifi', 'behind', 'string', 'target', 'telecom', 'goal', 'collect', 'specif', 'inform', 'mobil', 'commun', 'infrastructur', 'detail']",0
947,sophist adversari call lightbasin identifi behind string target telecom goal collect specif inform mobil commun infrastructur detail,"['sophist', 'adversari', 'call', 'lightbasin', 'identifi', 'behind', 'string', 'target', 'telecom', 'goal', 'collect', 'specif', 'inform', 'mobil', 'commun', 'infrastructur', 'detail']",0
948,autom robot manufactur cobot supplychain laborshortag iotsolut newjersey knottsco,"['autom', 'robot', 'manufactur', 'cobot', 'supplychain', 'laborshortag', 'iotsolut', 'newjersey', 'knottsco']",0
949,healthcar seen increas join us learn organ develop new approach year regist zerotrust,"['healthcar', 'seen', 'increas', 'join', 'us', 'learn', 'organ', 'develop', 'new', 'approach', 'year', 'regist', 'zerotrust']",0
950,rich here tip dont read safeti protect instruct els prefer someplac govern use suggest tip,"['rich', 'here', 'tip', 'dont', 'read', 'safeti', 'protect', 'instruct', 'els', 'prefer', 'someplac', 'govern', 'use', 'suggest', 'tip']",0
951,recent report note web mobil spike account read learn five trend app develop make challeng,"['recent', 'report', 'note', 'web', 'mobil', 'spike', 'account', 'read', 'learn', 'five', 'trend', 'app', 'develop', 'make', 'challeng']",0
952,american offici conced beyond brief triumph materi shift russian sinc presid biden first summit russia presid vladimir putin june,"['american', 'offici', 'conced', 'beyond', 'brief', 'triumph', 'materi', 'shift', 'russian', 'sinc', 'presid', 'biden', 'first', 'summit', 'russia', 'presid', 'vladimir', 'putin', 'june']",0
953,homeland warn intend kill peopl futur,"['homeland', 'warn', 'intend', 'kill', 'peopl', 'futur']",0
954,check new blog privileg essenti compon protect org iam cyberresili,"['check', 'new', 'blog', 'privileg', 'essenti', 'compon', 'protect', 'org', 'iam', 'cyberresili']",0
955,use devic work leisur increas chanc reduc product work workfromhom hybridwork bestpractic,"['use', 'devic', 'work', 'leisur', 'increas', 'chanc', 'reduc', 'product', 'work', 'workfromhom', 'hybridwork', 'bestpractic']",0
956,homeland warn intend kill peopl futur,"['homeland', 'warn', 'intend', 'kill', 'peopl', 'futur']",0
957,hundr compani organis hit wave microsoft warn ciso advanc persist threat apt group continu suppli chain weak penetr high profil target work,"['hundr', 'compani', 'organis', 'hit', 'wave', 'microsoft', 'warn', 'ciso', 'advanc', 'persist', 'threat', 'apt', 'group', 'continu', 'suppli', 'chain', 'weak', 'penetr', 'high', 'profil', 'target', 'work']",0
958,american offici conced beyond brief triumph materi shift russian sinc presid biden first summit russia presid vladimir putin june,"['american', 'offici', 'conced', 'beyond', 'brief', 'triumph', 'materi', 'shift', 'russian', 'sinc', 'presid', 'biden', 'first', 'summit', 'russia', 'presid', 'vladimir', 'putin', 'june']",0
959,headlin increasingli fill report busi organ kind size reach point sometim breach week breach day read,"['headlin', 'increasingli', 'fill', 'report', 'busi', 'organ', 'kind', 'size', 'reach', 'point', 'sometim', 'breach', 'week', 'breach', 'day', 'read']",0
960,secur medic devic patient data,"['secur', 'medic', 'devic', 'patient', 'data']",0
961,former nation advis say abus cloud servic provid play role everi incid last four year,"['former', 'nation', 'advis', 'say', 'abus', 'cloud', 'servic', 'provid', 'play', 'role', 'everi', 'incid', 'last', 'four', 'year']",0
962,disrupt rise happen find twitterspac event featur dpn global ambassador est,"['disrupt', 'rise', 'happen', 'find', 'twitterspac', 'event', 'featur', 'dpn', 'global', 'ambassador', 'est']",0
963,keep rise new digit age hear assaf morag explain evolv threat landscap offer best practic leader implement organis regist,"['keep', 'rise', 'new', 'digit', 'age', 'hear', 'assaf', 'morag', 'explain', 'evolv', 'threat', 'landscap', 'offer', 'best', 'practic', 'leader', 'implement', 'organis', 'regist']",0
964,tokyo olymp suffer half billion attempt,"['tokyo', 'olymp', 'suffer', 'half', 'billion', 'attempt']",0
965,govern around globe work protect suggest creat global standard set bodi bring togeth nation regul read,"['govern', 'around', 'globe', 'work', 'protect', 'suggest', 'creat', 'global', 'standard', 'set', 'bodi', 'bring', 'togeth', 'nation', 'regul', 'read']",0
966,one scenario recreat exercis box workshop org respond phish lead ransomwar infect find free non tech session help org find resili,"['one', 'scenario', 'recreat', 'exercis', 'box', 'workshop', 'org', 'respond', 'phish', 'lead', 'ransomwar', 'infect', 'find', 'free', 'non', 'tech', 'session', 'help', 'org', 'find', 'resili']",1
967,hous common soar infosec phish,"['hous', 'common', 'soar', 'infosec', 'phish']",1
968,benefit cloud protect custom global scalabl enhanc network perform latenc measur microsecond low cost,"['benefit', 'cloud', 'protect', 'custom', 'global', 'scalabl', 'enhanc', 'network', 'perform', 'latenc', 'measur', 'microsecond', 'low', 'cost']",0
969,die hacker hinter der folgenschweren cyberattack auf den dienstleist solarwind nehmen nun nach erkenntnissen von microsoft dutzend unternehmen der techbranch in visier cybercrim hackerattack ransomwar ddo itsecur,"['die', 'hacker', 'hinter', 'der', 'folgenschweren', 'cyberattack', 'auf', 'den', 'dienstleist', 'solarwind', 'nehmen', 'nun', 'nach', 'erkenntnissen', 'von', 'microsoft', 'dutzend', 'unternehmen', 'der', 'techbranch', 'in', 'visier', 'cybercrim', 'hackerattack', 'ransomwar', 'ddo', 'itsecur']",3
970,die hacker hinter der folgenschweren cyberattack auf den dienstleist solarwind nehmen nun nach erkenntnissen von microsoft dutzend unternehmen der techbranch in visier cybercrim hackerattack ransomwar ddo itsecur,"['die', 'hacker', 'hinter', 'der', 'folgenschweren', 'cyberattack', 'auf', 'den', 'dienstleist', 'solarwind', 'nehmen', 'nun', 'nach', 'erkenntnissen', 'von', 'microsoft', 'dutzend', 'unternehmen', 'der', 'techbranch', 'in', 'visier', 'cybercrim', 'hackerattack', 'ransomwar', 'ddo', 'itsecur']",3
971,gain insight three recent breach import lesson everi organ need intern great inform team,"['gain', 'insight', 'three', 'recent', 'breach', 'import', 'lesson', 'everi', 'organ', 'need', 'intern', 'great', 'inform', 'team']",0
972,die hacker hinter der folgenschweren cyberattack auf den dienstleist solarwind nehmen nun nach erkenntnissen von microsoft dutzend unternehmen der techbranch in visier cybercrim hackerattack ransomwar ddo itsecur,"['die', 'hacker', 'hinter', 'der', 'folgenschweren', 'cyberattack', 'auf', 'den', 'dienstleist', 'solarwind', 'nehmen', 'nun', 'nach', 'erkenntnissen', 'von', 'microsoft', 'dutzend', 'unternehmen', 'der', 'techbranch', 'in', 'visier', 'cybercrim', 'hackerattack', 'ransomwar', 'ddo', 'itsecur']",3
973,threat continu grow medic practic nine question ask choos store critic healthcar data,"['threat', 'continu', 'grow', 'medic', 'practic', 'nine', 'question', 'ask', 'choos', 'store', 'critic', 'healthcar', 'data']",0
974,safe find protect data ransomwar age attack stop dont stop dataprotect initi,"['safe', 'find', 'protect', 'data', 'ransomwar', 'age', 'attack', 'stop', 'dont', 'stop', 'dataprotect', 'initi']",6
975,hurrican tornado earthquak strike state local govern prepar hacker launch,"['hurrican', 'tornado', 'earthquak', 'strike', 'state', 'local', 'govern', 'prepar', 'hacker', 'launch']",0
976,hurrican tornado earthquak strike state local govern prepar hacker launch,"['hurrican', 'tornado', 'earthquak', 'strike', 'state', 'local', 'govern', 'prepar', 'hacker', 'launch']",0
977,russian hacker behind fresh us microsoft,"['russian', 'hacker', 'behind', 'fresh', 'us', 'microsoft']",0
978,sce professor talk critic infrastructur threaten safeti articl convers canada,"['sce', 'professor', 'talk', 'critic', 'infrastructur', 'threaten', 'safeti', 'articl', 'convers', 'canada']",0
979,russian hacker behind fresh us microsoft,"['russian', 'hacker', 'behind', 'fresh', 'us', 'microsoft']",0
980,american offici conced beyond brief triumph materi shift russian sinc presid biden first summit russia presid vladimir putin june,"['american', 'offici', 'conced', 'beyond', 'brief', 'triumph', 'materi', 'shift', 'russian', 'sinc', 'presid', 'biden', 'first', 'summit', 'russia', 'presid', 'vladimir', 'putin', 'june']",0
981,retail better address softwar supplychain risk,"['retail', 'better', 'address', 'softwar', 'supplychain', 'risk']",0
982,look ident attribut datasecur dataprotect hacker malwar ransomwar infosec networksecur cybersec,"['look', 'ident', 'attribut', 'datasecur', 'dataprotect', 'hacker', 'malwar', 'ransomwar', 'infosec', 'networksecur', 'cybersec']",5
983,oraclecloud benefit cloud protect custom global scalabl enhanc network perform latenc measur microsecond low cost,"['oraclecloud', 'benefit', 'cloud', 'protect', 'custom', 'global', 'scalabl', 'enhanc', 'network', 'perform', 'latenc', 'measur', 'microsecond', 'low', 'cost']",0
984,westchest amp fairfield counti busi journal monday updat ctjobsreport,"['westchest', 'amp', 'fairfield', 'counti', 'busi', 'journal', 'monday', 'updat', 'ctjobsreport']",0
985,seen new target differ part technolog suppli chain dug organ protect,"['seen', 'new', 'target', 'differ', 'part', 'technolog', 'suppli', 'chain', 'dug', 'organ', 'protect']",0
986,busi ransomwar boom amp potenti damag grow accord surg februari amp april ransomwar protect top prioriti busi leader learn anexifi,"['busi', 'ransomwar', 'boom', 'amp', 'potenti', 'damag', 'grow', 'accord', 'surg', 'februari', 'amp', 'april', 'ransomwar', 'protect', 'top', 'prioriti', 'busi', 'leader', 'learn', 'anexifi']",6
987,suspect russian hacker target suppli chain recent barrag,"['suspect', 'russian', 'hacker', 'target', 'suppli', 'chain', 'recent', 'barrag']",0
988,busi ransomwar boom amp potenti damag grow accord surg februari amp april ransomwar protect top prioriti busi leader learn,"['busi', 'ransomwar', 'boom', 'amp', 'potenti', 'damag', 'grow', 'accord', 'surg', 'februari', 'amp', 'april', 'ransomwar', 'protect', 'top', 'prioriti', 'busi', 'leader', 'learn']",6
